Category,Sub-Category,Product ID,Product Name,Country,Region,State,City,Postal Code,Customer ID,Customer Name,Order Date,Order ID,Segment,Ship Date,Ship Mode,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Percentage,Quantity,Sales
Automobile,Phones,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,United States,East,Ohio,Troy,45373,MP-17965,Michael Paige,9/10/2017,CA-2017-116974,Corporate,15/10/2017,Standard Class,2020,1,40%,1,1,0,0.5,-15.5844,-65%,4,23.976
Household goods,Chairs,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,United States,West,California,Los Angeles,90036,CD-12790,Cynthia Delaney,21/09/2016,CA-2016-149972,Home Office,23/09/2016,First Class,2019,1,20%,1,0,1,0,0,0%,4,601.536
Stationary,Fasteners,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,United States,West,California,Los Angeles,90036,CD-12790,Cynthia Delaney,21/09/2016,CA-2016-149972,Home Office,23/09/2016,First Class,2019,1,0%,1,0,1,0,2.528,32%,2,7.9
Household goods,Furnishings,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",United States,Central,Texas,Corpus Christi,78415,MD-17860,Michael Dominguez,2/12/2015,US-2015-117744,Corporate,6/12/2015,Standard Class,2018,1,55%,1,0,0,0,-24.803,-43%,5,58.36
Stationary,Art,OFF-AR-10000940,Newell 343,United States,Central,Texas,Corpus Christi,78415,MD-17860,Michael Dominguez,2/12/2015,US-2015-117744,Corporate,6/12/2015,Standard Class,2018,1,20%,1,0,0,0,1.4406,9%,7,16.464
Household goods,Furnishings,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,United States,Central,Texas,Corpus Christi,78415,MD-17860,Michael Dominguez,2/12/2015,US-2015-117744,Corporate,6/12/2015,Standard Class,2018,1,55%,1,0,0,0,-23.976,-60%,5,39.96
Stationary,Appliances,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,United States,Central,Nebraska,Omaha,68104,BM-11650,Brian Moss,21/09/2015,CA-2015-125514,Corporate,22/09/2015,First Class,2018,1,5%,1,0,1,0,7.5284,29%,2,25.96
Stationary,Appliances,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,United States,Central,Nebraska,Omaha,68104,BM-11650,Brian Moss,21/09/2015,CA-2015-125514,Corporate,22/09/2015,First Class,2018,1,5%,1,0,1,0,10.881,30%,3,36.27
Stationary,Paper,OFF-PA-10000029,Xerox 224,United States,Central,Nebraska,Omaha,68104,BM-11650,Brian Moss,21/09/2015,CA-2015-125514,Corporate,22/09/2015,First Class,2018,1,5%,1,0,1,0,3.1104,48%,1,6.48
Automobile,Phones,TEC-PH-10001557,Pyle PMP37LED,United States,West,California,Redondo Beach,90278,KN-16450,Kean Nguyen,12/04/2015,CA-2015-154599,Corporate,17/04/2015,Standard Class,2018,1,20%,1,0,1,0,94.0702,9%,14,"1,075.09"
Automobile,Phones,TEC-PH-10000576,AT&T 1080 Corded phone,United States,West,California,Redondo Beach,90278,KN-16450,Kean Nguyen,12/04/2015,CA-2015-154599,Corporate,17/04/2015,Standard Class,2018,1,20%,1,0,1,0,38.3572,9%,4,438.368
Stationary,Binders,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,United States,West,California,Redondo Beach,90278,KN-16450,Kean Nguyen,12/04/2015,CA-2015-154599,Corporate,17/04/2015,Standard Class,2018,1,20%,1,0,1,0,6.5569,36%,7,18.088
Household goods,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,United States,West,California,Redondo Beach,90278,KN-16450,Kean Nguyen,12/04/2015,CA-2015-154599,Corporate,17/04/2015,Standard Class,2018,1,15%,1,0,1,0,-18.147,-6%,3,308.499
Stationary,Art,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",United States,South,Arkansas,Little Rock,72209,IG-15085,Ivan Gibson,20/10/2018,CA-2018-158743,Consumer,27/10/2018,Standard Class,2018,1,5%,1,0,1,0,4.1416,31%,4,13.36
Stationary,Paper,OFF-PA-10001019,Xerox 1884,United States,South,Arkansas,Little Rock,72209,IG-15085,Ivan Gibson,20/10/2018,CA-2018-158743,Consumer,27/10/2018,Standard Class,2018,1,5%,1,0,1,0,18.7812,47%,2,39.96
Stationary,Binders,OFF-BI-10003364,Binding Machine Supplies,United States,South,Arkansas,Little Rock,72209,IG-15085,Ivan Gibson,20/10/2018,CA-2018-158743,Consumer,27/10/2018,Standard Class,2018,1,5%,1,0,1,0,70.008,48%,5,145.85
Automobile,Phones,TEC-PH-10000984,Panasonic KX-TG9471B,United States,South,Florida,Miami,33180,JS-15595,Jill Stevenson,25/10/2017,CA-2017-153318,Corporate,28/10/2017,First Class,2020,1,20%,1,0,1,0,78.396,10%,5,783.96
Stationary,Art,OFF-AR-10001683,Lumber Crayons,United States,West,Oregon,Salem,97301,GA-14725,Guy Armstrong,1/11/2016,US-2016-110163,Consumer,4/11/2016,First Class,2019,1,20%,1,0,1,0,1.773,23%,1,7.88
Household goods,Furnishings,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,United States,West,New Mexico,Las Cruces,88001,DL-13330,Denise Leinenbach,3/11/2018,CA-2018-143329,Consumer,8/11/2018,Standard Class,2018,1,5%,1,0,1,0,17.3754,42%,3,41.37
Stationary,Paper,OFF-PA-10003893,Xerox 1962,United States,West,California,San Francisco,94122,CS-12505,Cindy Stewart,12/05/2016,CA-2016-159380,Consumer,16/05/2016,Standard Class,2019,1,0%,1,0,1,0,5.778,45%,3,12.84
Stationary,Paper,OFF-PA-10004239,Xerox 1953,United States,West,California,San Francisco,94122,CS-12505,Cindy Stewart,12/05/2016,CA-2016-159380,Consumer,16/05/2016,Standard Class,2019,1,0%,1,0,1,0,11.556,45%,6,25.68
Household goods,Chairs,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",United States,Central,Texas,El Paso,79907,CC-12145,Charles Crestani,7/09/2016,CA-2016-122623,Consumer,11/09/2016,Standard Class,2019,1,30%,1,0,0,0,-2.0364,-4%,2,47.516
Stationary,Fasteners,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,United States,West,Washington,Seattle,98115,MH-18025,Michelle Huthwaite,25/07/2016,CA-2016-148635,Consumer,27/07/2016,Second Class,2019,1,0%,1,0,1,0,0.471,5%,2,9.42
Stationary,Paper,OFF-PA-10004782,Xerox 228,United States,West,Washington,Seattle,98115,MH-18025,Michelle Huthwaite,25/07/2016,CA-2016-148635,Consumer,27/07/2016,Second Class,2019,1,0%,1,0,1,0,6.2208,48%,2,12.96
Household goods,Bookcases,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",United States,West,Washington,Seattle,98115,MH-18025,Michelle Huthwaite,25/07/2016,CA-2016-148635,Consumer,27/07/2016,Second Class,2019,1,0%,1,0,1,0,56.392,8%,5,704.9
Household goods,Chairs,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,United States,West,Washington,Seattle,98115,MH-18025,Michelle Huthwaite,25/07/2016,CA-2016-148635,Consumer,27/07/2016,Second Class,2019,1,20%,1,0,1,0,28.0784,5%,2,561.568
Stationary,Paper,OFF-PA-10000157,Xerox 191,United States,Central,Wisconsin,Milwaukee,53209,MP-18175,Mike Pelletier,16/11/2016,CA-2016-135685,Home Office,18/11/2016,Second Class,2019,1,0%,1,0,1,0,84.5154,47%,9,179.82
Household goods,Furnishings,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",United States,Central,Wisconsin,Milwaukee,53209,MP-18175,Mike Pelletier,16/11/2016,CA-2016-135685,Home Office,18/11/2016,Second Class,2019,1,0%,1,0,1,0,76.0878,41%,6,185.58
Household goods,Tables,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",United States,Central,Wisconsin,Milwaukee,53209,MP-18175,Mike Pelletier,16/11/2016,CA-2016-135685,Home Office,18/11/2016,Second Class,2019,1,0%,1,0,1,0,36.3987,17%,3,214.11
Automobile,Accessories,TEC-AC-10004145,Logitech diNovo Edge Keyboard,United States,Central,Wisconsin,Milwaukee,53209,MP-18175,Mike Pelletier,16/11/2016,CA-2016-135685,Home Office,18/11/2016,Second Class,2019,1,0%,1,0,1,0,229.9908,23%,4,999.96
Household goods,Tables,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",United States,Central,Wisconsin,Milwaukee,53209,MP-18175,Mike Pelletier,16/11/2016,CA-2016-135685,Home Office,18/11/2016,Second Class,2019,1,0%,1,0,1,0,111.1035,17%,3,653.55
Stationary,Binders,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,United States,East,Massachusetts,Franklin,2038,DR-12940,Daniel Raglin,1/09/2016,CA-2016-104626,Home Office,8/09/2016,Standard Class,2019,1,0%,1,1,1,0.5,51.57,45%,5,114.6
Household goods,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",United States,East,Massachusetts,Franklin,2038,DR-12940,Daniel Raglin,1/09/2016,CA-2016-104626,Home Office,8/09/2016,Standard Class,2019,1,0%,1,1,1,0.5,15.185,25%,1,60.74
Household goods,Furnishings,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,United States,East,Massachusetts,Franklin,2038,DR-12940,Daniel Raglin,1/09/2016,CA-2016-104626,Home Office,8/09/2016,Standard Class,2019,1,0%,1,1,1,0.5,27.3592,22%,2,124.36
Stationary,Storage,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,United States,East,Massachusetts,Franklin,2038,DR-12940,Daniel Raglin,1/09/2016,CA-2016-104626,Home Office,8/09/2016,Standard Class,2019,1,0%,1,1,1,0.5,315.7404,29%,6,"1,088.76"
Stationary,Binders,OFF-BI-10003784,Computer Printout Index Tabs,United States,West,California,Encinitas,92024,DM-13015,Darrin Martin,5/05/2017,CA-2017-160500,Consumer,8/05/2017,First Class,2020,1,20%,1,0,1,0,2.352,35%,5,6.72
Household goods,Tables,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,United States,West,California,Encinitas,92024,DM-13015,Darrin Martin,5/05/2017,CA-2017-160500,Consumer,8/05/2017,First Class,2020,1,20%,1,0,1,0,7.4694,3%,3,298.776
Automobile,Phones,TEC-PH-10002563,Adtran 1202752G1,United States,West,California,Anaheim,92804,BD-11620,Brian DeCherney,31/12/2017,CA-2017-100202,Consumer,5/01/2018,Standard Class,2020,1,20%,1,0,1,0,22.6782,8%,3,302.376
Stationary,Art,OFF-AR-10000122,Newell 314,United States,Central,Texas,Arlington,76017,DC-12850,Dan Campbell,18/09/2018,CA-2018-131016,Consumer,20/09/2018,First Class,2018,1,20%,1,0,0,0,0.558,6%,2,8.928
Stationary,Storage,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,United States,Central,Texas,Arlington,76017,DC-12850,Dan Campbell,18/09/2018,CA-2018-131016,Consumer,20/09/2018,First Class,2018,1,20%,1,0,0,0,-2.974,-6%,2,47.584
Stationary,Paper,OFF-PA-10003270,Xerox 1954,United States,Central,Texas,Houston,77041,MT-18070,Michelle Tran,25/09/2015,US-2015-112914,Home Office,30/09/2015,Standard Class,2018,1,20%,1,0,0,0,10.56,31%,8,33.792
Household goods,Bookcases,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,United States,Central,Texas,Houston,77041,MT-18070,Michelle Tran,25/09/2015,US-2015-112914,Home Office,30/09/2015,Standard Class,2018,1,25%,1,0,0,0,-97.2312,-32%,2,300.5328
Stationary,Binders,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,United States,Central,Texas,Houston,77041,MT-18070,Michelle Tran,25/09/2015,US-2015-112914,Home Office,30/09/2015,Standard Class,2018,1,80%,1,0,0,0,-4.3584,-160%,2,2.724
Stationary,Envelopes,OFF-EN-10001509,Poly String Tie Envelopes,United States,Central,Texas,Houston,77041,MT-18070,Michelle Tran,25/09/2015,US-2015-112914,Home Office,30/09/2015,Standard Class,2018,1,20%,1,0,0,0,1.1016,34%,2,3.264
Stationary,Paper,OFF-PA-10002421,Embossed Ink Jet Note Cards,United States,East,Ohio,Lancaster,43130,MJ-17740,Max Jones,23/04/2017,CA-2017-124149,Consumer,26/04/2017,First Class,2020,1,20%,1,1,1,0.5,37.9176,35%,6,108.336
Stationary,Storage,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,United States,East,Ohio,Lancaster,43130,MJ-17740,Max Jones,23/04/2017,CA-2017-124149,Consumer,26/04/2017,First Class,2020,1,20%,1,1,1,0.5,6.291,11%,5,55.92
Stationary,Paper,OFF-PA-10002923,Xerox 1942,United States,East,Ohio,Lancaster,43130,MJ-17740,Max Jones,23/04/2017,CA-2017-124149,Consumer,26/04/2017,First Class,2020,1,20%,1,1,1,0.5,29.364,38%,2,78.304
Stationary,Storage,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",United States,West,Oregon,Portland,97206,ND-18370,Natalie DeCherney,1/11/2015,CA-2015-148915,Consumer,5/11/2015,Standard Class,2018,1,20%,1,0,1,0,-94.333,-21%,5,443.92
Automobile,Phones,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,United States,West,Oregon,Portland,97206,ND-18370,Natalie DeCherney,1/11/2015,CA-2015-148915,Consumer,5/11/2015,Standard Class,2018,1,20%,1,0,1,0,54.5916,35%,3,155.976
Stationary,Art,OFF-AR-10001547,Newell 311,United States,South,Alabama,Hoover,35244,CA-11965,Carol Adams,26/01/2018,CA-2018-134649,Corporate,31/01/2018,Second Class,2018,1,5%,1,0,1,0,4.1769,27%,7,15.47
Stationary,Binders,OFF-BI-10001890,Avery Poly Binder Pockets,United States,South,Alabama,Hoover,35244,CA-11965,Carol Adams,26/01/2018,CA-2018-134649,Corporate,31/01/2018,Second Class,2018,1,5%,1,0,1,0,3.4368,48%,2,7.16
Stationary,Appliances,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,United States,West,California,Los Angeles,90036,GA-14725,Guy Armstrong,11/11/2018,CA-2018-110842,Consumer,16/11/2018,Standard Class,2018,1,5%,1,0,1,0,2.8314,26%,1,10.89
Stationary,Paper,OFF-PA-10000520,Xerox 201,United States,West,California,Los Angeles,90036,GA-14725,Guy Armstrong,11/11/2018,CA-2018-110842,Consumer,16/11/2018,Standard Class,2018,1,5%,1,0,1,0,9.3312,48%,3,19.44
Stationary,Binders,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,United States,West,California,Los Angeles,90036,GA-14725,Guy Armstrong,11/11/2018,CA-2018-110842,Consumer,16/11/2018,Standard Class,2018,1,20%,1,0,1,0,39.52,33%,5,121.6
Automobile,Machines,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,United States,South,Florida,Tallahassee,32303,TC-21295,Toby Carlisle,9/06/2017,CA-2017-147368,Consumer,12/06/2017,First Class,2020,1,50%,1,0,1,0,-27.828,-4%,2,695.7
Stationary,Storage,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,United States,East,New York,New York City,10009,JB-15400,Jennifer Braxton,3/09/2016,US-2016-104185,Corporate,8/09/2016,Second Class,2019,1,0%,1,1,1,0.5,31.2858,26%,1,120.33
Household goods,Chairs,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,United States,South,Virginia,Chesapeake,23320,CK-12325,Christine Kargatis,14/03/2015,US-2015-125521,Home Office,19/03/2015,Standard Class,2018,1,5%,1,0,1,0,284.98,25%,4,"1,139.92"
Stationary,Paper,OFF-PA-10000100,Xerox 1945,United States,South,North Carolina,Fayetteville,28314,RL-19615,Rob Lucas,31/08/2018,US-2018-135062,Consumer,4/09/2018,Second Class,2018,1,20%,1,0,1,0,83.2097,36%,7,229.544
Stationary,Storage,OFF-ST-10001809,Fellowes Officeware Wire Shelving,United States,Central,Texas,Huntsville,77340,AC-10660,Anna Chung,23/03/2018,CA-2018-135650,Consumer,27/03/2018,Standard Class,2018,1,20%,1,0,1,0,-32.3388,-23%,2,143.728
Automobile,Accessories,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,United States,East,Pennsylvania,Philadelphia,19140,BH-11710,Brosina Hoffman,18/05/2018,CA-2018-112865,Consumer,22/05/2018,Standard Class,2018,1,20%,1,1,1,0.5,-0.9012,-3%,3,36.048
Household goods,Chairs,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",United States,Central,Illinois,Woodstock,60098,BG-11695,Brooke Gillingham,27/12/2017,US-2017-162852,Corporate,31/12/2017,Standard Class,2020,1,30%,1,0,1,0,-12.0784,-1%,8,845.488
Stationary,Art,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,United States,East,Massachusetts,Everett,2149,XP-21865,Xylona Preis,17/11/2018,CA-2018-138163,Consumer,20/11/2018,First Class,2018,1,5%,1,1,1,0.5,14.2632,28%,3,50.94
Stationary,Binders,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,United States,Central,Illinois,Chicago,60653,SN-20560,Skye Norling,10/09/2018,CA-2018-152093,Home Office,15/09/2018,Standard Class,2018,1,80%,1,0,1,0,"-1,143.89",-150%,3,762.594
Household goods,Furnishings,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",United States,South,Georgia,Roswell,30076,DM-13345,Denise Monton,8/04/2018,CA-2018-157854,Corporate,15/04/2018,Standard Class,2018,1,5%,1,0,1,0,15.7584,28%,6,56.28
Stationary,Binders,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,United States,South,Georgia,Roswell,30076,DM-13345,Denise Monton,8/04/2018,CA-2018-157854,Corporate,15/04/2018,Standard Class,2018,1,5%,1,0,1,0,"1,264.76",47%,3,"2,690.97"
Stationary,Binders,OFF-BI-10002976,ACCOHIDE Binder by Acco,United States,South,Florida,Palm Coast,32137,AJ-10780,Anthony Jacobs,28/11/2017,CA-2017-123617,Corporate,3/12/2017,Standard Class,2020,1,70%,1,0,1,0,-5.6994,-77%,6,7.434
Stationary,Storage,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,United States,East,Pennsylvania,Philadelphia,19120,KC-16255,Karen Carlisle,2/06/2017,US-2017-128293,Corporate,5/06/2017,First Class,2020,1,20%,1,1,1,0.5,-12.9568,-20%,1,64.784
Stationary,Paper,OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",United States,Central,Indiana,Columbus,47201,VF-21715,Vicky Freymann,17/12/2018,CA-2018-107342,Home Office,22/12/2018,Standard Class,2018,1,5%,1,0,0,0,13.2352,47%,4,28.16
Household goods,Furnishings,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",United States,East,New York,Oceanside,11572,SV-20935,Susan Vittorini,19/03/2017,CA-2017-136371,Consumer,21/03/2017,Second Class,2020,1,0%,1,1,1,0.5,6.8908,46%,1,14.98
Household goods,Furnishings,FUR-FU-10000221,"Master Caster Door Stop, Brown",United States,East,New York,Oceanside,11572,SV-20935,Susan Vittorini,19/03/2017,CA-2017-136371,Consumer,21/03/2017,Second Class,2020,1,0%,1,1,1,0.5,6.9088,34%,4,20.32
Stationary,Storage,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",United States,East,Massachusetts,Franklin,2038,EM-13810,Eleni McCrary,20/08/2018,CA-2018-137344,Corporate,20/08/2018,Same Day,2018,1,5%,1,1,1,0.5,10.4754,26%,3,40.29
Stationary,Labels,OFF-LA-10003663,Avery 498,United States,Central,South Dakota,Sioux Falls,57103,RB-19360,Raymond Buch,25/07/2018,CA-2018-169810,Consumer,31/07/2018,Standard Class,2018,1,5%,1,0,1,0,9.5081,47%,7,20.23
Household goods,Chairs,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,United States,West,California,San Diego,92037,DJ-13510,Don Jones,26/08/2017,CA-2017-128594,Corporate,29/08/2017,First Class,2020,1,20%,1,0,1,0,100.196,6%,4,"1,603.14"
Household goods,Chairs,FUR-CH-10000988,Hon Olson Stacker Stools,United States,South,North Carolina,Fayetteville,28314,CC-12370,Christopher Conant,15/08/2017,CA-2017-154690,Consumer,17/08/2017,Second Class,2020,1,20%,1,0,1,0,22.5296,10%,2,225.296
Automobile,Accessories,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,United States,South,Georgia,Atlanta,30318,SC-20380,Shahid Collister,19/05/2018,CA-2018-138975,Consumer,23/05/2018,Standard Class,2018,1,5%,1,0,1,0,4.068,6%,4,67.8
Automobile,Phones,TEC-PH-10004389,Nokia Lumia 925,United States,South,Georgia,Atlanta,30318,SC-20380,Shahid Collister,19/05/2018,CA-2018-138975,Consumer,23/05/2018,Standard Class,2018,1,5%,1,0,1,0,98.2722,26%,3,377.97
Household goods,Bookcases,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,United States,South,Georgia,Atlanta,30318,SC-20380,Shahid Collister,19/05/2018,CA-2018-138975,Consumer,23/05/2018,Standard Class,2018,1,5%,1,0,1,0,374.6286,23%,9,"1,628.82"
Stationary,Paper,OFF-PA-10000100,Xerox 1945,United States,South,Georgia,Atlanta,30318,SC-20380,Shahid Collister,19/05/2018,CA-2018-138975,Consumer,23/05/2018,Standard Class,2018,1,5%,1,0,1,0,140.5957,49%,7,286.93
Stationary,Paper,OFF-PA-10000223,Xerox 2000,United States,South,Florida,Orlando,32839,RH-19495,Rick Hansen,12/08/2018,CA-2018-106537,Consumer,17/08/2018,Standard Class,2018,1,20%,1,0,1,0,7.2576,35%,4,20.736
Stationary,Storage,OFF-ST-10001325,Sterilite Officeware Hinged File Box,United States,West,California,San Francisco,94122,JK-15370,Jay Kimmel,13/08/2018,US-2018-103828,Consumer,13/08/2018,Same Day,2018,1,5%,1,0,1,0,8.4888,27%,3,31.44
Stationary,Appliances,OFF-AP-10004249,Staple holder,United States,West,California,San Francisco,94122,JK-15370,Jay Kimmel,13/08/2018,US-2018-103828,Consumer,13/08/2018,Same Day,2018,1,5%,1,0,1,0,22.6233,27%,7,83.79
Stationary,Art,OFF-AR-10000588,Newell 345,United States,West,California,San Francisco,94122,JK-15370,Jay Kimmel,13/08/2018,US-2018-103828,Consumer,13/08/2018,Same Day,2018,1,5%,1,0,1,0,15.4752,26%,3,59.52
Stationary,Supplies,OFF-SU-10000946,Staple remover,United States,West,California,San Francisco,94122,JK-15370,Jay Kimmel,13/08/2018,US-2018-103828,Consumer,13/08/2018,Same Day,2018,1,5%,1,0,1,0,9.2568,29%,4,31.92
Stationary,Supplies,OFF-SU-10001225,Staple remover,United States,East,Ohio,Toledo,43615,AF-10885,Art Foster,10/11/2017,CA-2017-115588,Consumer,12/11/2017,Second Class,2020,1,20%,1,1,0,0.5,-3.312,-23%,5,14.72
Stationary,Storage,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,United States,East,Ohio,Toledo,43615,AF-10885,Art Foster,10/11/2017,CA-2017-115588,Consumer,12/11/2017,Second Class,2020,1,20%,1,1,0,0.5,-2.436,-6%,3,38.976
Household goods,Furnishings,FUR-FU-10001546,Dana Swing-Arm Lamps,United States,South,Florida,Saint Petersburg,33710,LC-16885,Lena Creighton,12/06/2018,CA-2018-143861,Consumer,19/06/2018,Standard Class,2018,1,20%,1,0,1,0,1.068,6%,2,17.088
